key	zh	en	es	fr	de	it	ja	ko	pt-BR	ru
ST07_GEMINO/DLG_0703_0	我感到滚烫的油进入了我冰冷的血管	I feel the boiling oil entering my frigid veins.	Siento el óleo hirviente entrar en mis frías venas.	Je sens l'huile bouillir dans mes veines glacées.	Ich fühle, wie das siedende Öl durch meine kalten Venen fließt.	Sento l'olio bollente entrare in circolo nelle mie vene gelide.	凍えた血管に 沸き立つ油が注がれるのを感じられます	감각 없는 내 정맥으로 끓는 기름이 들어오는 게 느껴져요.	Sinto o óleo fervente penetrar em minhas veias frígidas.	Я чувствую, как кипящее масло входит в мои вымороженные вены.
ST07_GEMINO/DLG_0703_1	我仍然能听得见呼唤…	I can still answer the call...	Todavía puedo acudir a la llamada...	J'entends encore l'appel...	Ich kann den Ruf noch beantworten ...	Posso ancora rispondere alla chiamata...	あの呼び声に 今からでも応えられる……	아직 부름에 응답할 수 있어요...	Ainda posso responder ao chamado...	Я все еще могу ответить на зов...
ST07_GEMINO/DLG_0704_0	我感到滚烫的油和冰冻的树液混合在一起，流进了我的血管	I feel the boiling oil entering my veins as it mixes with the frozen sap.	Siento el óleo hirviente entrar en mis venas mezclándose con la helada savia.	Je sens l'huile bouillir dans mes veines glacées en se mêlant à la sève gelée.	Ich fühle, wie das siedende Öl in meine kalten Venen eindringt, wo es sich mit den gefrorenen Säften mischt.	Sento l'olio bollente entrarmi in circolo nelle vene e mescolarsi con la linfa congelata.	沸き立つ油が血管へと入り 凍り付いた樹液と混ざりゆくのがわかります	얼어붙은 수액과 섞이면서 감각 없는 내 정맥으로 끓는 기름이 들어오는 게 느껴져요.	Sinto o óleo fervente penetrar em minhas veias enquanto se mistura à seiva frígida.	Я чувствую, как кипящее масло входит в вены мои и смешивается с ледяными соками моими.
ST07_GEMINO/DLG_0704_1	我再也听不见其他人的声音了，只能听到我的骨头和皮肤的嘎吱声…	I can no longer hear the others, only the crunch of my bones, of my skin...	Ya no puedo oír al resto, solo el crujido de mis huesos, de mi piel...	Je n'entends plus les autres, rien que le craquement de mes os, de ma peau...	Ich kann die anderen nicht länger hören, nur das Krachen meiner Knochen, meiner Haut ...	Non sento più nessuno... Solo lo scricchiolio delle mie ossa, della mia pelle...	もはや私の耳には 自身の骨や皮膚が砕ける音以外 何も聞こえません……	이제 다른 소리는 들리지 않고 내 뼈가, 내 피부가 으깨지는 소리만 들려요...	Não consigo mais ouvir os outros, só ouço o ranger dos meus ossos, da minha pele...	Я больше никого не слышу - лишь хруст костей моих, лишь треск кожи моей...
ST07_GEMINO/DLG_0705_0	我冒昧地请求你，请给我带几滴曾从这些结冰的橄榄树里滴出的油，这些油会熏烤每个登顶的虔诚者的脸	Let me ask of you the favour of bringing me a few drops of the oils that once came out of these icy olive trees, the ones that ended up scorching the faces of every pious person who ever reached the summit.	Dejadme pediros el favor de traerme unas gotas de los óleos que una vez salieron de estos olivos helados y acabaron abrasando los rostros de todo piadoso que llegaba a la cima.	Si vous le voulez bien, apportez-moi quelques gouttes des huiles que donnaient autrefois ces oliviers glacés, celles qui finirent par brûler le visage de chaque personne pieuse qui oncques atteignit le sommet.	Ich bitte Euch, mir ein paar Tropfen jener Öle zu bringen, die einst aus den gefrorenen Olivenbäumen sickerten; die Öle, die schließlich das Antlitz jeder frommen Person verbrannten, die auf den Gipfel gelangte.	Avrei da chiedervi un piacere portatemi qualche goccia degli oli che un tempo fuoriuscivano da questi ulivi congelati e che finirono per ustionare i volti dei devoti che salivano in cima.	どうかお願いです 凍り付いたオリーブの樹から@かつて流れ出たと言われる油を少量 持ってきてくださいませんか@頂上へと辿り着いた信者たちの顔を焼け焦がしたとされる あの油を	한때 이 얼어붙은 올리브 나무에서 나오던 기름 몇 방울을 구해 주세요. 정상에 도달한 모든 독실한 사람의 얼굴을 태웠던 바로 그 기름이죠.	Conceda-me o favor de trazer algumas gotas dos óleos que um dia brotaram dessas oliveiras congeladas, aqueles que acabaram queimando os rostos de todo devoto que já alcançou o cume.	Позволь попросить тебя. Принеси мне несколько капель масел из олив, кои во время оно росли на обледенелых древах сих, кои умерли, обжигая лица благочестивых, добравшихся до самого верха.
ST07_GEMINO/DLG_0705_1	这是我最后的希望。在我油尽灯枯之前，我想感受到那份痛楚	As my last wish, before it is too late for me, let me feel that pain.	Dejadme sentir ese dolor como mi última voluntad antes de que sea demasiado tarde para mi.	Mon dernier souhait, avant que le temps vienne à manquer, sera de sentir cette douleur.	Es sei mein letzter Wunsch, bevor es zu spät für mich ist, diesen Schmerz zu spüren.	Il mio ultimo desiderio, prima che per me sia troppo tardi, è provare quel dolore.	手遅れになる前に 最後の望みとして私は あの痛みを求めます	제 마지막 소원으로 너무 늦기 전에 그 고통을 느끼게 해주세요.	Como meu último desejo, antes que seja tarde demais para mim, permita-me sentir essa dor.	Ибо мое последнее желание, пока не настал конец мой, - ощутить боль сию.
ST07_GEMINO/DLG_0706_0	拿上这个	Take this.	Tomad esto.	Prenez ceci.	Nehmt dies.	Prendete.	さあこれを	이걸 받으세요.	Pegue isto.	Возьми.
ST07_GEMINO/MSG_0701_0	我们需要找一件工具来把油抽出来	An item is needed to retrieve oil from the font.	Se necesita un objeto para recoger aceite de la pila.	Un objet est nécessaire pour puiser l'huile dans les fonts baptismaux.	Um Öl aus dem Brunnen zu erhalten, wird ein Objekt benötigt.	È necessario un oggetto per recuperare l'olio dalla fonte.	泉から油を集めるためのアイテムが必要だ。	세례반의 기름을 가져오려면 물품이 필요해요.	É necessário usar um item para obter o óleo da fonte.	Чтобы набрать масло из фонтана, нужен сосуд.
ST08_BROTHERS/DLG_0801_0	我的妹妹，正如我向你预言这般，有人正朝禁门走去	Sister of mine, as I foretold to you, someone is heading towards the forbidden gate.	Hermana mía, como os anuncié, alguien se dirige a la puerta prohibida.	Ma sœur, comme je vous l'avais dit, quelqu'un approche de la porte interdite.	Meine Schwester, wie ich es vorausgesagt habe, ist jemand auf dem Weg zum verbotenen Tor.	Sorella mia, come vi avevo annunciato, qualcuno si sta dirigendo verso la porta proibita.	我が妹よ お前に予言した通り 何者かが禁じられた扉を目指しているようだ	나의 자매여, 내가 예언했듯이 누군가 금단의 문을 향해 가고 있다.	Minha irmã, como eu previ, alguém está caminhando até o portão proibido.	Сестра моя, как я и пророчествовал, кто-то идет к запретным вратам.
ST08_BROTHERS/DLG_0801_1	是个寻求净化和驱逐所有安息在那里的圣徒的人	Someone who seeks the purge and excommunication of all that is sacred and rests there.	Alguien que busca la purga y la excomunión de todo lo sagrado que allí descansa.	Quelqu'un qui cherche à détruire et excommunier tout ce qui est sacré et repose ici.	Jemand, der die Reinigung und Exkommunikation alles Heiligen dort sucht.	Qualcuno in cerca di espiazione e scomunicazione da parte di tutto ciò che di sacro là riposa.	あの地に住まう神聖なる者たちを粛清し@破門しようと企む何者かが迫っている	이자가 신성한 모든 것을 제거하고 파문한 후 그곳에서 휴식을 취하려 한다.	Alguém que busca a expiação e a excomunhão de tudo o que é sagrado naquele lugar.	Кто-то алчущий искупления и отлучения от всего святого, что покойно хранится тут.
ST08_BROTHERS/DLG_0801_2	不…不…你可别怀疑我	No... No... Do not place your doubts on me.	No... No... No poséis vuestras dudas sobre mí.	Non... non... ne me faites pas porter vos doutes.	Nein ... Nein ... Bürdet mir Eure Zweifel nicht auf.	No... No... Non contagiatemi con i vostri dubbi.	いや……違う……私を疑わないでくれ	아니... 안 돼... 날 의심하지 마라.	Não... Não... Não ponha suas dúvidas sobre mim.	Нет... Нет... Не сомневайся во мне.
ST08_BROTHERS/DLG_0801_3	我准备好了	I am ready.	Estoy preparado.	C'est bon.	Ich bin bereit.	Sono pronto.	覚悟はできている	난 준비 됐다.	Estou preparado.	Я готов.
ST08_BROTHERS/DLG_0802_0	是的，我的妹妹，我们的相遇已近在眼前	Indeed, sister of mine. Our encounter is approaching.	Sí, hermana mía. Nuestro encuentro se acerca.	Oui, ma sœur. Notre rencontre est pour bientôt.	In der Tat, Schwester. Unsere Begegnung rückt näher.	Sì, sorella mia. L'ora del nostro incontro si avvicina.	その通りだ 我が妹よ　邂逅の時は迫っている	나의 자매여, 우리의 만남이 다가오고 있다.	É verdade, minha irmã. Nosso encontro está se aproximando.	Я вижу, сестра моя. Наша встреча близится.
