key	zh	en	es
ST06_VIRIDIANA/DLG_0601_1	"我叫维瑞达拉。我受到了恩惠，如果需要的话，我可以帮助你扛起重担，唯你是从 "	"My name is Viridiana. I have been granted a gift with which I can assist you in carrying your burden if required, but only you can make that choice. "	Mi nombre es Viridiana. Se me ha concedido un don con el que puedo asistiros con vuestra carga si os es menester pero solo vos debéis decidirlo.
ST06_VIRIDIANA/DLG_0602_A_0	就这样吧	So be it.	Que así sea.
ST06_VIRIDIANA/DLG_0602_B_0	就这样吧	So be it.	Que así sea.
ST06_VIRIDIANA/DLG_0602_C_0	就这样吧	So be it.	Que así sea.
ST06_VIRIDIANA/DLG_0603_A_0	我会留在这儿，你改主意了可以来找我	Here I shall remain, lest you change your mind.	Aquí permaneceré si cambiais de parecer.
ST06_VIRIDIANA/DLG_0603_B_0	我会留在这儿，你改主意了可以来找我	Here I shall remain, lest you change your mind.	Aquí permaneceré si cambiais de parecer.
ST06_VIRIDIANA/DLG_0603_C_0	我会留在这儿，你改主意了可以来找我	Here I shall remain, lest you change your mind.	Aquí permaneceré si cambiais de parecer.
ST06_VIRIDIANA/DLG_0604_0	忏悔者，不要为我或我现在已面目全非的外貌而忧愁。这可能是…为了这个快乐的联盟所需的一个小代价	Penitent One, do not be troubled by me or my outward appearance, now changed and seasoned. This might be... a small price to pay for such joyous alliance.	Penitente, no os preocupeis por mí y mi apariencia ahora cambiada y madura. Puede... que este sea un pequeño precio a pagar por tan dichosa alianza.
ST06_VIRIDIANA/DLG_0605_0	不要理会我皮肤的皱纹，我银白的头发，还有我颤抖的双腿。我们的约定还没有缔结，你的艰苦事业也没有结束	Pay no heed to the wrinkles of my skin, the hair that grows silvery or my trembling legs. Our pact has yet to be concluded, as has your arduous enterprise.	No prestéis atención a las arrugas de mi piel, al pelo que crece gris o a mis temblorosas piernas. Nuestro pacto aún está por concluir, así también vuestra ardua empresa.
ST06_VIRIDIANA/DLG_0606_0	能为这次胜利出力，我非常荣幸	I feel fortunate to partake in this victory.	Me siento dichosa al compartir esta victoria.
ST06_VIRIDIANA/DLG_0606_1	在我离开前，我希望你能记住我的话语，从而记住我们的约定	Before I depart, I want these words to accompany you, so that you remember our pact.	Antes de mi marcha quiero que os acompañen estas palabras para que recordéis nuestro pacto.
ST06_VIRIDIANA/DLG_0607_0	沉默的忏悔者，继续你的旅程吧	Penitent One in silence, now resume your journey.	Penitente en el silencio, continuad ahora con vuestro viaje.
ST06_VIRIDIANA/DLG_0608_A_0	你所寻找的目标，就在这漫长阶梯的尽头	What you seek lies at the end of these long stairs.	Lo que buscais está al final de estas largas escaleras.
ST06_VIRIDIANA/DLG_0608_A_1	那些自称为真理与神圣真实的家伙，早就藏在那里了	That which proclaimed itself The True and Holy Truth has long been hiding there.	Hace mucho que aquello que se proclamaba La Verdad Santa y Pura se esconde allí.
ST06_VIRIDIANA/DLG_0608_A_2	在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹	Behind those doors, The Affliction itself laments in its own confusion and deformity.	Tras las puertas, La Aflicción en sí misma se lamenta en su propia confusión y deformidad.
ST06_VIRIDIANA/DLG_0608_A_3	征途漫漫，但你的任务已将终结	The journey has been long, but your task is about to be completed.	El camino ha sido largo, vuestro cometido está a punto de concluir.
ST06_VIRIDIANA/DLG_0608_A_4	虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益	Although I have been barred from entering such a slanderous abode, these words are free to accompany you.	Aunque se me ha vetado el paso a tal estancia calumniosa, estas palabras sí son libres de acompañaros.
ST06_VIRIDIANA/DLG_0608_B_0	你所寻找的目标，就在这漫长阶梯的尽头	What you seek lies at the end of these long stairs.	Lo que buscais está al final de estas largas escaleras.
ST06_VIRIDIANA/DLG_0608_B_1	那些自称为真理与神圣真实的家伙，早就藏在那里了	That which proclaimed itself The True and Holy Truth has long been hiding there.	Hace mucho que aquello que se proclamaba La Verdad Santa y Pura se esconde allí.
ST06_VIRIDIANA/DLG_0608_B_2	在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹	Behind those doors, The Affliction itself laments in its own confusion and deformity.	Tras las puertas, La Aflicción en sí misma se lamenta en su propia confusión y deformidad.
ST06_VIRIDIANA/DLG_0608_B_3	征途漫漫，但你的任务已将终结	The journey has been long, but your task is about to be completed.	El camino ha sido largo, vuestro cometido está a punto de concluir.
ST06_VIRIDIANA/DLG_0608_B_4	虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益	Although I have been barred from entering such a slanderous abode, these words are free to accompany you.	Aunque se me ha vetado el paso a tal estancia calumniosa, estas palabras sí son libres de acompañaros.
ST06_VIRIDIANA/DLG_0608_C_0	你所寻找的目标，就在这漫长阶梯的尽头	What you seek lies at the end of these long stairs.	Lo que buscais está al final de estas largas escaleras.
ST06_VIRIDIANA/DLG_0608_C_1	那些自称为真理与神圣真实的家伙，早就藏在那里了	That which proclaimed itself The True and Holy Truth has long been hiding there.	Hace mucho que aquello que se proclamaba La Verdad Santa y Pura se esconde allí.
ST06_VIRIDIANA/DLG_0608_C_2	在那些门的后面，苦难本身正为它自己的混乱和残缺而哀叹	Behind those doors, The Affliction itself laments in its own confusion and deformity.	Tras las puertas, La Aflicción en sí misma se lamenta en su propia confusión y deformidad.
ST06_VIRIDIANA/DLG_0608_C_3	征途漫漫，但你的任务已将终结	The journey has been long, but your task is about to be completed.	El camino ha sido largo, vuestro cometido está a punto de concluir.
ST06_VIRIDIANA/DLG_0608_C_4	虽然我无法进入如此亵渎的居所，但这些话仍会对你不无裨益	Although I have been barred from entering such a slanderous abode, these words are free to accompany you.	Aunque se me ha vetado el paso a tal estancia calumniosa, estas palabras sí son libres de acompañaros.
ST06_VIRIDIANA/DLG_0609_A_0	沉默的忏悔者，继续你的旅程吧。我会在远方守护着你	Penitent One in silence, now resume your journey. I will guard you from afar.	Penitente en el silencio, continuad ahora con vuestro viaje. Yo mientras velaré por vos.
ST06_VIRIDIANA/DLG_0609_B_0	沉默的忏悔者，继续你的旅程吧。我会在远方守护着你	Penitent One in silence, now resume your journey. I will guard you from afar.	Penitente en el silencio, continuad ahora con vuestro viaje. Yo mientras velaré por vos.
ST06_VIRIDIANA/DLG_0609_C_0	沉默的忏悔者，继续你的旅程吧。我会在远方守护着你	Penitent One in silence, now resume your journey. I will guard you from afar.	Penitente en el silencio, continuad ahora con vuestro viaje. Yo mientras velaré por vos.
ST06_VIRIDIANA/DLG_QT_0601_0	沉默的忏悔者，你是否想在下个任务中寻求我的帮助？	Penitent One in silence, will you require my assistance with your next task?	Penitente en el silencio, ¿necesitaréis mi favor en vuestro siguiente cometido?
ST06_VIRIDIANA/DLG_QT_0602_0	"我的守护不会就此而止。你是否想在下个任务中寻求我的帮助？ "	"My protection does not cease here. Will you require my assistance with your next task? "	Mi protección no termina aquí. ¿Necesitaréis mi favor en vuestro siguiente cometido?
ST06_VIRIDIANA/DLG_QT_0603_0	忏悔者，你是否想在下个任务中寻求我的帮助？	Penitent One, will you require my assistance with your next task?	Penitente ¿Necesitaréis mi favor en vuestro siguiente cometido?
ST07_GEMINO/DLG_0701_0	发自内心地忏悔与自省吧。你正站在基米诺的遗骸面前	Contrite and humiliated be the heart, Penitent One in silence. You stand before what remains of Gémino.	Corazón contrito y humillado sea, Penitente en el silencio. Estáis ante lo que queda de Gémino.
ST07_GEMINO/DLG_0701_1	噢，别为我担心。寒冷是仁慈的，因为它能减轻我们的痛苦，使我们在死亡之前麻木	Oh, do not fret for me. The cold is merciful, for it relieves our pain and numbs us before it leads us to our deaths.	Oh, no os preocupéis por mí, el frío es misericordioso, pues nos alivia el dolor y nos adormece para llevarnos hacia la muerte.
ST07_GEMINO/DLG_0701_2	也许其他人所说的奇迹已降临到我的头上，就在这个铁坟墓里，它令我们的痛苦愈发漫长…	Perhaps the Miracle the others spoke of has come to me, here in this iron tomb, lengthening distress more and more...	Puede que el Milagro del que hablaban los demás haya llegado a mí, aquí en este férreo sepulcro, haciendo que el desamparo dure más y más...
ST07_GEMINO/DLG_0701_3	向你所指引的乐土前进，向那寒冷与炽热拥抱交融的地方…	To a promised land you direct your march, to the place where the frozen and the burning embrace in communion...	A comprometido lugar dirigís vuestra marcha, donde lo helado se abraza con lo ardiente en comunión...
ST07_GEMINO/DLG_0702_0	现在，让我麻木的手臂变成这棵枯萎橄榄树的另一根枝条吧	Now, let my numbed arm become another branch of this withered olive tree.	Ahora dejad que mi brazo entumecido se convierta en una rama más de este olivo marchito.
ST07_GEMINO/DLG_0702_1	快点，我还能听得见呼唤	Hurry up, I can still hear the call.	Daos prisa, todavía siento la llamada.
ST07_GEMINO/DLG_0703_0	我感到滚烫的油进入了我冰冷的血管	I feel the boiling oil entering my frigid veins.	Siento el óleo hirviente entrar en mis frías venas.
ST07_GEMINO/DLG_0703_1	我仍然能听得见呼唤…	I can still answer the call...	Todavía puedo acudir a la llamada...
ST07_GEMINO/DLG_0704_0	我感到滚烫的油和冰冻的树液混合在一起，流进了我的血管	I feel the boiling oil entering my veins as it mixes with the frozen sap.	Siento el óleo hirviente entrar en mis venas mezclándose con la helada savia.
ST07_GEMINO/DLG_0704_1	我再也听不见其他人的声音了，只能听到我的骨头和皮肤的嘎吱声…	I can no longer hear the others, only the crunch of my bones, of my skin...	Ya no puedo oír al resto, solo el crujido de mis huesos, de mi piel...
ST07_GEMINO/DLG_0705_0	我冒昧地请求你，请给我带几滴曾从这些结冰的橄榄树里滴出的油，这些油会熏烤每个登顶的虔诚者的脸	Let me ask of you the favour of bringing me a few drops of the oils that once came out of these icy olive trees, the ones that ended up scorching the faces of every pious person who ever reached the summit.	Dejadme pediros el favor de traerme unas gotas de los óleos que una vez salieron de estos olivos helados y acabaron abrasando los rostros de todo piadoso que llegaba a la cima.
ST07_GEMINO/DLG_0705_1	这是我最后的希望。在我油尽灯枯之前，我想感受到那份痛楚	As my last wish, before it is too late for me, let me feel that pain.	Dejadme sentir ese dolor como mi última voluntad antes de que sea demasiado tarde para mi.
ST07_GEMINO/DLG_0706_0	拿上这个	Take this.	Tomad esto.
ST07_GEMINO/MSG_0701_0	我们需要找一件工具来把油抽出来	An item is needed to retrieve oil from the font.	Se necesita un objeto para recoger aceite de la pila.
ST08_BROTHERS/DLG_0801_0	我的妹妹，正如我向你预言这般，有人正朝禁门走去	Sister of mine, as I foretold to you, someone is heading towards the forbidden gate.	Hermana mía, como os anuncié, alguien se dirige a la puerta prohibida.
ST08_BROTHERS/DLG_0801_1	是个寻求净化和驱逐所有安息在那里的圣徒的人	Someone who seeks the purge and excommunication of all that is sacred and rests there.	Alguien que busca la purga y la excomunión de todo lo sagrado que allí descansa.
ST08_BROTHERS/DLG_0801_2	不…不…你可别怀疑我	No... No... Do not place your doubts on me.	No... No... No poséis vuestras dudas sobre mí.
ST08_BROTHERS/DLG_0801_3	我准备好了	I am ready.	Estoy preparado.
ST08_BROTHERS/DLG_0802_0	是的，我的妹妹，我们的相遇已近在眼前	Indeed, sister of mine. Our encounter is approaching.	Sí, hermana mía. Nuestro encuentro se acerca.
ST08_BROTHERS/DLG_0802_1	奇迹会守护我的，我这次已不需要你的保护	The Miracle will protect me. I do not need your protection this time.	El Milagro me protegerá. No necesito vuestro amparo esta vez.
ST08_BROTHERS/DLG_0802_2	别管我！	Leave me alone.	Dejadme solo.
ST08_BROTHERS/DLG_08201_0	那捉摸不定的光亮…	That elusive light...	Esa luz fugaz...
ST08_BROTHERS/DLG_08201_1	不可能是她…	It can't be her...	No puede ser ella...
ST08_BROTHERS/DLG_08201_2	这是真的吗，姐妹？	Is that true, sister?	¿Es verdad, hermana?
ST08_BROTHERS/DLG_08202_0	纯洁的忏悔者啊，你手中的剑就是在此处的罪孽中诞生，将痛苦带给肉体，灵魂就不会再受折磨	Virtuous Penitent One, this was the place where your sword was born of guilt itself, bringing pain to the flesh as the soul could suffer no more.	Penitente en la Virtud, este fue el lugar donde vuestra espada nació de la culpa misma, llevando el dolor a la carne pues no podía doler más en el alma.
